Indicator,NFHS-5
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),9.4
Children under 5 years who are stunted (height-for-age) (%),31.8
Children under 5 years who are wasted (weight-for-height) (%),19.3
Children under 5 years who are severely wasted (weight-for-height) (%),4.0
Children under 5 years who are underweight (weight-for-age) (%),32.0
Children under 5 years who are overweight (weight-for-height) (%),1.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.8
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.8
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(76.7)
All women age 15-49 years who are anaemic (%),67.9
All women age 15-19 years who are anaemic (%),72.9
Women - Blood sugar level - high (141-160 mg/dl)(%),8.6
Women - Blood sugar level - very high (>160 mg/dl)(%),8.0
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.9
Men - Blood sugar level - high (141-160 mg/dl)(%),11.0
Men - Blood sugar level - very high (>160 mg/dl) (%),8.5
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.9
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.8
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.3
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.1
Ever undergone a screening test for cervical cancer (%),0.4
Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),54.9
Men age 15 years and above who use any kind of tobacco (%),59.7
Women age 15 years and above who consume alcohol (%),3.4
Men age 15 years and above who consume alcohol (%),23.3
