,Indicator,NFHS-5
85,Blood sugar level - high (141-160 mg/dl)(%),10.6
86,Blood sugar level - very high (>160 mg/dl)(%),7.3
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.3
88,Blood sugar level - high (141-160 mg/dl)(%),12.8
89,Blood sugar level - very high (>160 mg/dl) (%),9.2
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.9
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.8
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5
93,pressure (%),18.8
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.3
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2
96,pressure (%),19.3
97,Ever undergone a screening test for cervical cancer (%),0.2
98,Ever undergone a breast examination for breast cancer (%),0.0
99,Ever undergone an oral cavity examination for oral cancer (%),0.0
100,Women age 15 years and above who use any kind of tobacco (%),52.5
101,Men age 15 years and above who use any kind of tobacco (%),64.0
102,Women age 15 years and above who consume alcohol (%),6.1
103,Men age 15 years and above who consume alcohol (%),33.5
