Indicator,NFHS-5
Births in a public health facility that were delivered by caesarean section (%),25.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(60.7)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(65.8)
Children age 12-23 months who have received BCG (%),(96.1)
Children age 12-23 months who have received 3 doses of polio vaccine (%),(60.7)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(87.7)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(85.7)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(22.5)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(63.7)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(85.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.1
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),0.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Children under age 3 years breastfed within one hour of birth (%),20.9
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),12.3
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),12.9
Children under 5 years who are stunted (height-for-age) (%),47.0
Children under 5 years who are wasted (weight-for-height) (%),16.6
Children under 5 years who are severely wasted (weight-for-height) (%),6.2
Children under 5 years who are underweight (weight-for-age) (%),24.7
Children under 5 years who are overweight (weight-for-height) (%),8.1
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),18.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),62.7
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(63.7)
All women age 15-49 years who are anaemic (%),63.7
All women age 15-19 years who are anaemic (%),64.8
Women - Blood sugar level - high (141-160 mg/dl)(%),9.9
Women - Blood sugar level - very high (>160 mg/dl)(%),7.0
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.8
Men - Blood sugar level - high (141-160 mg/dl)(%),10.3
Men - Blood sugar level - very high (>160 mg/dl) (%),7.6
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.3
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),19.0
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.6
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.0
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.4
Ever undergone a screening test for cervical cancer (%),0.2
Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),51.3
Men age 15 years and above who use any kind of tobacco (%),61.9
Women age 15 years and above who consume alcohol (%),9.6
Men age 15 years and above who consume alcohol (%),40.3
