Indicator,NFHS-5
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Children under age 3 years breastfed within one hour of birth (%),38.0
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(17.3)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),18.6
Children under 5 years who are stunted (height-for-age) (%),30.3
Children under 5 years who are wasted (weight-for-height) (%),11.7
Children under 5 years who are severely wasted (weight-for-height) (%),2.1
Children under 5 years who are underweight (weight-for-age) (%),21.2
Children under 5 years who are overweight (weight-for-height) (%),8.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.7
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),61.6
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),54.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(56.2)
All women age 15-49 years who are anaemic (%),67.3
All women age 15-19 years who are anaemic (%),64.9
Women - Blood sugar level - high (141-160 mg/dl)(%),8.4
Women - Blood sugar level - very high (>160 mg/dl)(%),9.3
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.7
Men - Blood sugar level - high (141-160 mg/dl)(%),7.9
Men - Blood sugar level - very high (>160 mg/dl) (%),8.9
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.1
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.1
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.1
Ever undergone a screening test for cervical cancer (%),0.6
Ever undergone a breast examination for breast cancer (%),0.6
Ever undergone an oral cavity examination for oral cancer (%),0.4
Women age 15 years and above who use any kind of tobacco (%),47.7
Men age 15 years and above who use any kind of tobacco (%),55.2
Women age 15 years and above who consume alcohol (%),3.5
Men age 15 years and above who consume alcohol (%),33.0
