Indicator,NFHS-5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(81.1)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(83.7)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(19.3)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(55.6)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(72.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),75.2
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.3
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(69.2)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(23.5)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.8)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),63.6
Children under age 3 years breastfed within one hour of birth (%),15.8
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),10.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),9.9
Children under 5 years who are stunted (height-for-age) (%),25.5
Children under 5 years who are wasted (weight-for-height) (%),15.3
Children under 5 years who are severely wasted (weight-for-height) (%),5.2
Children under 5 years who are underweight (weight-for-age) (%),21.6
Children under 5 years who are overweight (weight-for-height) (%),5.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),16.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),51.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),66.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.1)
All women age 15-49 years who are anaemic (%),66.5
All women age 15-19 years who are anaemic (%),70.8
Women - Blood sugar level - high (141-160 mg/dl)(%),8.3
Women - Blood sugar level - very high (>160 mg/dl)(%),8.1
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.2
Men - Blood sugar level - high (141-160 mg/dl)(%),9.7
Men - Blood sugar level - very high (>160 mg/dl) (%),8.9
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.4
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.4
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.4
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.2
Ever undergone a screening test for cervical cancer (%),1.4
Ever undergone a breast examination for breast cancer (%),0.5
Ever undergone an oral cavity examination for oral cancer (%),1.8
Women age 15 years and above who use any kind of tobacco (%),51.0
Men age 15 years and above who use any kind of tobacco (%),54.3
Women age 15 years and above who consume alcohol (%),5.6
Men age 15 years and above who consume alcohol (%),30.5
