Indicator,NFHS-5,NFHS-4
Children under 5 years who are underweight (weight-for-age) (%),11.2,25.1
Children under 5 years who are overweight (weight-for-height) (%),6.6,3.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.8,13.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.8,35.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),70.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),63.9,76.2
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),49.9,65.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(58.1)
All women age 15-49 years who are anaemic (%),49.8,64.8
All women age 15-19 years who are anaemic (%),58.8,73.4
Women - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),6.3,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),8.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.9,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.0,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.3,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),32.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),29.8,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.9,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),42.8,na
Ever undergone a screening test for cervical cancer (%),3.5,na
Ever undergone a breast examination for breast cancer (%),0.3,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),0.2,na
Men age 15 years and above who use any kind of tobacco (%),10.9,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),18.7,na
