,Indicator,NFHS-5,NFHS-4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(45.5)
83,All women age 15-49 years who are anaemic (%),54.5,56.6
84,All women age 15-19 years who are anaemic (%),63.3,59.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.4,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),8.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.5,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),32.3,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),24.9,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.8,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),36.2,na
97,Ever undergone a screening test for cervical cancer (%),2.3,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),0.2,na
101,Men age 15 years and above who use any kind of tobacco (%),11.6,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),22.3,na
