,Indicator,NFHS-5
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(9.9)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(24.0)
71,Total children age 6-23 months receiving an adequate diet (%),14.6
72,Children under 5 years who are stunted (height-for-age) (%),25.1
73,Children under 5 years who are wasted (weight-for-height) (%),9.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.5
75,Children under 5 years who are underweight (weight-for-age) (%),15.3
76,Children under 5 years who are overweight (weight-for-height) (%),6.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),41.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),82.6
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),70.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.1)
83,All women age 15-49 years who are anaemic (%),55.2
84,All women age 15-19 years who are anaemic (%),54.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),5.2
86,Women - Blood sugar level - very high (>160 mg/dl)(%),8.4
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.0
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.3
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.8
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.0
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.2
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),36.8
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.7
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.2
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),39.2
97,Ever undergone a screening test for cervical cancer (%),0.3
98,Ever undergone a breast examination for breast cancer (%),0.2
99,Ever undergone an oral cavity examination for oral cancer (%),0.0
100,Women age 15 years and above who use any kind of tobacco (%),0.4
101,Men age 15 years and above who use any kind of tobacco (%),7.9
102,Women age 15 years and above who consume alcohol (%),0.6
103,Men age 15 years and above who consume alcohol (%),21.3
