,Indicator,NFHS-5,NFHS-4
85,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),6.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.8,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.1,na
93,blood pressure (%),35.9,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),29.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),13.1,na
96,blood pressure (%),43.0,na
97,Ever undergone a screening test for cervical cancer (%),4.3,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),0.2,na
101,Men age 15 years and above who use any kind of tobacco (%),10.1,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),16.4,na
