,Indicator,NFHS_5,NFHS_4
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),69.4,50.1
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.4,47.4
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
101,All women age 15-49 years who are anaemic (%),43.4,47.3
102,All women age 15-19 years who are anaemic (%),33.7,39.6
105,Women - Blood sugar level - high (141-160 mg/dl)(%),8.1,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),7.7,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.9,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),6.2,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),9.3,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.2,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.1,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),32.4,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.1,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),33.9,na
124,Ever undergone a screening test for cervical cancer (%),1.4,na
125,Ever undergone a breast examination for breast cancer (%),0.4,na
126,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
128,Women age 15 years and above who use any kind of tobacco (%),18.4,na
129,Men age 15 years and above who use any kind of tobacco (%),31.3,na
130,Women age 15 years and above who consume alcohol (%),0.5,na
131,Men age 15 years and above who consume alcohol (%),13.0,na
