,Indicator,NFHS-5,NFHS-4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(20.5),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(68.1),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.2,2.0
65,health provider (%),78.5,(83.3)
66,Children under age 3 years breastfed within one hour of birth (%),54.7,57.7
67,Children under age 6 months exclusively breastfed (%),(80.5),(60.8)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),11.3,4.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.4,5.2
72,Children under 5 years who are stunted (height-for-age) (%),29.0,38.1
73,Children under 5 years who are wasted (weight-for-height) (%),26.2,24.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.7,9.0
75,Children under 5 years who are underweight (weight-for-age) (%),38.0,33.0
76,Children under 5 years who are overweight (weight-for-height) (%),2.2,1.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.5,26.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.3,18.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),34.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),74.4,50.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.6,42.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(43.3),(49.7)
83,All women age 15-49 years who are anaemic (%),53.4,42.8
84,All women age 15-19 years who are anaemic (%),64.8,41.6
85,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.9,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8,na
93,control blood pressure (%),19.8,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
96,control blood pressure (%),18.7,na
97,  Ever undergone a screening test for cervical cancer (%),0.5,na
98,  Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),9.0,na
101,Men age 15 years and above who use any kind of tobacco (%),40.8,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),18.4,na
