,Indicator,NFHS-5,NFHS-4
72,Children under 5 years who are stunted (height-for-age) (%),37.3,32.2
73,Children under 5 years who are wasted (weight-for-height) (%),38.5,31.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),21.8,16.1
75,Children under 5 years who are underweight (weight-for-age) (%),46.6,40.3
76,Children under 5 years who are overweight (weight-for-height) (%),7.6,3.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.5,29.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.4,12.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),43.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.6,58.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.9,49.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),55.5,48.7
84,All women age 15-19 years who are anaemic (%),61.7,60.7
85,Blood sugar level - high (141-160 mg/dl)(%),5.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.8,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.3,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8,na
93,control blood pressure (%),20.7,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.1,na
96,control blood pressure (%),20.6,na
97,  Ever undergone a screening test for cervical cancer (%),1.0,na
98,  Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
100,Women age 15 years and above who use any kind of tobacco (%),11.3,na
101,Men age 15 years and above who use any kind of tobacco (%),49.1,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),20.8,na
