,Indicator,NFHS-5,NFHS-4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,3.9
65,health provider (%),(79.8),(77.4)
66,Children under age 3 years breastfed within one hour of birth (%),45.2,53.9
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.8,(2.0)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),15.1,1.7
72,Children under 5 years who are stunted (height-for-age) (%),33.6,26.9
73,Children under 5 years who are wasted (weight-for-height) (%),18.9,25.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.9,5.9
75,Children under 5 years who are underweight (weight-for-age) (%),34.7,31.2
76,Children under 5 years who are overweight (weight-for-height) (%),4.3,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.2,23.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.7,27.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),46.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.4,45.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.1,47.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(48.9),*
83,All women age 15-49 years who are anaemic (%),50.1,46.8
84,All women age 15-19 years who are anaemic (%),42.8,41.4
85,Blood sugar level - high (141-160 mg/dl)(%),5.8,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),7.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6,na
93,control blood pressure (%),31.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
96,control blood pressure (%),33.2,na
97,  Ever undergone a screening test for cervical cancer (%),9.4,na
98,  Ever undergone a breast examination for breast cancer (%),8.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),8.3,na
100,Women age 15 years and above who use any kind of tobacco (%),9.6,na
101,Men age 15 years and above who use any kind of tobacco (%),25.8,na
102,Women age 15 years and above who consume alcohol (%),0.0,na
103,Men age 15 years and above who consume alcohol (%),10.0,na
