,Indicator,NFHS-5,NFHS-4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(100.0),(87.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(97.9),(93.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),(87.7)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(45.1),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(7.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(97.9),(83.8)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.1,80.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(100.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(0.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.7,4.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.2,0.5
65,health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),66.0,62.4
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.4,8.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),4.5,8.3
72,Children under 5 years who are stunted (height-for-age) (%),35.7,32.5
73,Children under 5 years who are wasted (weight-for-height) (%),30.0,45.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.5,22.2
75,Children under 5 years who are underweight (weight-for-age) (%),35.4,42.1
76,Children under 5 years who are overweight (weight-for-height) (%),9.5,0.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),24.3,27.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),5.6,6.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),45.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.6,58.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.1,52.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(39.3),(44.5)
83,All women age 15-49 years who are anaemic (%),66.2,51.7
84,All women age 15-19 years who are anaemic (%),67.3,64.4
85,Blood sugar level - high (141-160 mg/dl)(%),4.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.3,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.1,na
93,control blood pressure (%),17.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
96,control blood pressure (%),17.2,na
97,  Ever undergone a screening test for cervical cancer (%),1.1,na
98,  Ever undergone a breast examination for breast cancer (%),0.9,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.9,na
100,Women age 15 years and above who use any kind of tobacco (%),26.5,na
101,Men age 15 years and above who use any kind of tobacco (%),61.4,na
102,Women age 15 years and above who consume alcohol (%),3.1,na
103,Men age 15 years and above who consume alcohol (%),34.7,na
