,Indicator,NFHS-5,NFHS-4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(72.4),(49.8)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(24.5),(11.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.3),(71.9)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),5.9,2.1
65,health provider (%),77.7,(84.7)
66,Children under age 3 years breastfed within one hour of birth (%),46.4,66.5
67,Children under age 6 months exclusively breastfed (%),(66.3),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.2,0.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),15.9,1.2
72,Children under 5 years who are stunted (height-for-age) (%),20.2,23.3
73,Children under 5 years who are wasted (weight-for-height) (%),20.5,23.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.2,6.3
75,Children under 5 years who are underweight (weight-for-age) (%),28.0,27.8
76,Children under 5 years who are overweight (weight-for-height) (%),2.3,1.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.9,30.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.6,19.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),47.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.9,55.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.2,48.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(28.8),*
83,All women age 15-49 years who are anaemic (%),49.6,49.4
84,All women age 15-19 years who are anaemic (%),48.7,48.7
85,Blood sugar level - high (141-160 mg/dl)(%),5.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.0,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.9,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.2,na
93,control blood pressure (%),27.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5,na
96,control blood pressure (%),29.8,na
97,  Ever undergone a screening test for cervical cancer (%),1.2,na
98,  Ever undergone a breast examination for breast cancer (%),0.5,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),29.5,na
101,Men age 15 years and above who use any kind of tobacco (%),40.6,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),11.7,na
