,Indicator,NFHS-5,NFHS-4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(67.7),(98.1)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(7.5),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(17.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(61.3),(79.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.9,61.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(81.6),(71.9)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(16.7),(28.1)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.7,7.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.3,2.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),94.3,(93.3)
66,Children under age 3 years breastfed within one hour of birth (%),54.8,62.0
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.8,4.0
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),9.6,8.2
72,Children under 5 years who are stunted (height-for-age) (%),30.7,22.4
73,Children under 5 years who are wasted (weight-for-height) (%),31.4,23.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),14.0,9.0
75,Children under 5 years who are underweight (weight-for-age) (%),32.7,25.6
76,Children under 5 years who are overweight (weight-for-height) (%),1.3,2.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.6,17.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),31.0,30.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),43.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.7,53.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),53.2,50.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(40.0)
83,All women age 15-49 years who are anaemic (%),51.9,50.0
84,All women age 15-19 years who are anaemic (%),58.6,48.4
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),5.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.3,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.5,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.8,na
97,  Ever undergone a screening test for cervical cancer (%),3.8,na
98,  Ever undergone a breast examination for breast cancer (%),2.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.9,na
100,Women age 15 years and above who use any kind of tobacco (%),11.7,na
101,Men age 15 years and above who use any kind of tobacco (%),27.9,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),11.6,na
