Indicator,NFHS-5,NFHS-4
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.1,2.5
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),1.9,3.7
Children under 5 years who are stunted (height-for-age) (%),37.6,46.4
Children under 5 years who are wasted (weight-for-height) (%),22.8,19.8
Children under 5 years who are severely wasted (weight-for-height) (%),7.6,7.3
Children under 5 years who are underweight (weight-for-age) (%),41.8,42.3
Children under 5 years who are overweight (weight-for-height) (%),3.0,1.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.4,31.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.7,14.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),27.1,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.4,52.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.4,45.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(48.0),57.4
All women age 15-49 years who are anaemic (%),58.8,46.4
All women age 15-19 years who are anaemic (%),60.2,47.9
Women - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.8,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.7,na
Men - Blood sugar level - very high (>160 mg/dl) (%),6.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.4,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.0,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.5,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.6,na
  Ever undergone a screening test for cervical cancer (%),3.8,na
  Ever undergone a breast examination for breast cancer (%),0.9,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),7.0,na
Men age 15 years and above who use any kind of tobacco (%),37.7,na
Women age 15 years and above who consume alcohol (%),0.1,na
Men age 15 years and above who consume alcohol (%),13.8,na
