,Indicator,NFHS-5,NFHS-4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"14,173","11,731"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(1.8)
40,days of delivery (%),91.7,na
41,Institutional births (%),95.7,91.4
42,Institutional births in public facility (%),67.6,62.3
43,Home births that were conducted by skilled health personnel (%),2.3,3.6
44,Births attended by skilled health personnel (%),98.0,95.1
45,Births delivered by caesarean section (%),44.5,40.0
46,Births in a private health facility that were delivered by caesarean section (%),73.5,64.3
47,Births in a public health facility that were delivered by caesarean section (%),35.4,34.1
48,mother's recall (%),(74.1),82.8
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(83.6),88.4
50,Children age 12-23 months who have received BCG (%),(94.7),97.2
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(76.0),90.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(94.4),93.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(88.5),87.9
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(16.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(9.4),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(94.4),81.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),54.2,60.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(90.6),90.1
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(7.6),8.4
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.3,8.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,65.5
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,18.0
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,35.5
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,2.5
65,provider (%),*,40.9
66,Children under age 3 years breastfed within one hour of birth (%),62.6,59.7
67,Children under age 6 months exclusively breastfed (%),*,82.7
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(76.1)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),11.4,25.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.0,26.7
72,Children under 5 years who are stunted (height-for-age) (%),15.6,21.0
73,Children under 5 years who are wasted (weight-for-height) (%),9.3,4.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.1,1.3
75,Children under 5 years who are underweight (weight-for-age) (%),10.2,8.4
76,Children under 5 years who are overweight (weight-for-height) (%),2.6,3.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),6.3,7.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),36.9,30.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),70.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),41.8,29.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),26.4,29.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(39.5),32.2
83,All women age 15-49 years who are anaemic (%),26.8,29.1
84,All women age 15-19 years who are anaemic (%),25.0,22.0
85,Blood sugar level - high (141-160 mg/dl)(%),7.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),8.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),11.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.8,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
93,blood pressure (%),27.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),24.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.1,na
96,blood pressure (%),38.4,na
97,Ever undergone a screening test for cervical cancer (%),2.5,na
98,Ever undergone a breast examination for breast cancer (%),2.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.9,na
100,Women age 15 years and above who use any kind of tobacco (%),38.0,na
101,Men age 15 years and above who use any kind of tobacco (%),52.3,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),39.3,na
