,Indicator,NFHS-5,NFHS-4
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.8,56.4
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),17.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),3.7,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),73.4,57.5
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),41.5,30.9
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.2,97.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.8,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.2,4.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.4,0.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(19.8),(18.9)
66,Children under age 3 years breastfed within one hour of birth (%),62.9,69.6
67,Children under age 6 months exclusively breastfed (%),*,52.5
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(86.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),25.1,25.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),26.5,25.2
72,Children under 5 years who are stunted (height-for-age) (%),27.1,37.1
73,Children under 5 years who are wasted (weight-for-height) (%),9.6,8.2
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.2,3.9
75,Children under 5 years who are underweight (weight-for-age) (%),19.3,16.3
76,Children under 5 years who are overweight (weight-for-height) (%),1.6,4.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.6,8.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),24.4,12.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),64.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),37.0,22.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),26.9,26.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),31.4,34.6
83,All women age 15-49 years who are anaemic (%),27.3,27.0
84,All women age 15-19 years who are anaemic (%),29.1,16.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.1,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.5,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.4,na
97,Ever undergone a screening test for cervical cancer (%),2.2,na
98,Ever undergone a breast examination for breast cancer (%),0.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),17.2,na
101,Men age 15 years and above who use any kind of tobacco (%),52.2,na
102,Women age 15 years and above who consume alcohol (%),2.2,na
103,Men age 15 years and above who consume alcohol (%),33.9,na
