,Indicator,NFHS_5,NFHS_4
47,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.5
49,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),44.8,na
51,Institutional births (%),44.6,33.7
52,Institutional births in public facility (%),21.0,12.9
53,Home births that were conducted by skilled health personnel (%),9.9,9.7
54,Births attended by skilled health personnel (%),54.5,43.4
55,Births delivered by caesarean section (%),6.4,5.1
56,Births in a private health facility that were delivered by caesarean section (%),24.4,17.1
57,Births in a public health facility that were delivered by caesarean section (%),2.9,12.3
60,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),39.4,42.4
61,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),45.0,(66.5)
62,Children age 12-23 months who have received BCG (%),91.5,78.6
63,Children age 12-23 months who have received 3 doses of polio vaccine (%),49.8,53.9
64,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),53.3,54.2
65,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),53.2,50.3
66,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),11.5,na
67,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0,na
68,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),51.2,45.1
69,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),34.9,16.0
70,Children age 12-23 months who received most of their vaccinations in a public health facility (%),89.4,86.5
71,Children age 12-23 months who received most of their vaccinations in a private health facility (%),6.2,12.2
73,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),2.1,5.6
74,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
75,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
77,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,0.9
79,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(27.9),(17.0)
81,Children under age 3 years breastfed within one hour of birth (%),63.6,70.7
82,Children under age 6 months exclusively breastfed (%),(63.1),(47.2)
83,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(84.1)
84,Breastfeeding children age 6-23 months receiving an adequate diet  (%),13.0,19.8
85,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
86,Total children age 6-23 months receiving an adequate diet  (%),15.3,21.2
87,Children under 5 years who are stunted (height-for-age) (%),27.1,32.7
88,Children under 5 years who are wasted (weight-for-height) (%),11.6,7.2
89,Children under 5 years who are severely wasted (weight-for-height) (%),5.3,3.2
90,Children under 5 years who are underweight (weight-for-age) (%),16.0,11.1
91,Children under 5 years who are overweight (weight-for-height) (%),2.0,3.5
93,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.7,7.7
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),14.5,12.0
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),48.0,na
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),34.6,26.1
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),21.6,16.0
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(25.7),(16.7)
100,All women age 15-49 years who are anaemic (%),21.9,16.0
101,All women age 15-19 years who are anaemic (%),20.6,17.0
104,Women - Blood sugar level - high (141-160 mg/dl)(%),3.5,na
105,Women - Blood sugar level - very high (>160 mg/dl)(%),3.8,na
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
108,Men - Blood sugar level - high (141-160 mg/dl)(%),5.6,na
109,Men - Blood sugar level - very high (>160 mg/dl) (%),5.5,na
110,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.7,na
113,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.3,na
114,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6,na
116,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.3,na
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.3,na
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.1,na
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.0,na
123,Ever undergone a screening test for cervical cancer (%),2.0,na
124,Ever undergone a breast examination for breast cancer (%),0.0,na
125,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
127,Women age 15 years and above who use any kind of tobacco (%),32.9,na
128,Men age 15 years and above who use any kind of tobacco (%),69.1,na
129,Women age 15 years and above who consume alcohol (%),0.9,na
130,Men age 15 years and above who consume alcohol (%),36.4,na
