Indicator,NFHS-5,NFHS-4
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(71.9),*
Children under age 3 years breastfed within one hour of birth (%),32.8,34.2
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),(4.9),(3.6)
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),3.5,(2.4)
Children under 5 years who are stunted (height-for-age) (%),31.4,28.5
Children under 5 years who are wasted (weight-for-height) (%),11.7,14.7
Children under 5 years who are severely wasted (weight-for-height) (%),4.7,3.2
Children under 5 years who are underweight (weight-for-age) (%),22.5,30.1
Children under 5 years who are overweight (weight-for-height) (%),5.2,0.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.1,14.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),45.3,40.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),51.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),62.3,55.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.1,60.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
All women age 15-49 years who are anaemic (%),63.0,59.9
All women age 15-19 years who are anaemic (%),66.8,59.6
Women - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),13.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.8,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
Men - Blood sugar level - very high (>160 mg/dl) (%),10.4,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.9,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),28.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),31.4,na
Ever undergone a screening test for cervical cancer (%),7.1,na
Ever undergone a breast examination for breast cancer (%),1.8,na
Ever undergone an oral cavity examination for oral cancer (%),13.1,na
Women age 15 years and above who use any kind of tobacco (%),2.2,na
Men age 15 years and above who use any kind of tobacco (%),21.8,na
Women age 15 years and above who consume alcohol (%),0.2,na
Men age 15 years and above who consume alcohol (%),23.6,na
