,Indicator,NFHS-5,NFHS-4
83,All women age 15-49 years who are anaemic (%),62.6,71.8
84,All women age 15-19 years who are anaemic (%),59.2,71.1
85,Blood sugar level - high (141-160 mg/dl)(%),8.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.8,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.6,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
93,control blood pressure (%),22.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5,na
96,control blood pressure (%),22.9,na
97,Ever undergone a screening test for cervical cancer (%),1.0,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),3.8,na
100,Women age 15 years and above who use any kind of tobacco (%),7.1,na
101,Men age 15 years and above who use any kind of tobacco (%),21.3,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),28.3,na
