,Indicator,NFHS_5,NFHS_4
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(8.7)
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,2.8
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.1,0.0
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),84.4,*
82,Children under age 3 years breastfed within one hour of birth (%),38.7,45.6
83,Children under age 6 months exclusively breastfed (%),(65.5),*
84,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
85,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(6.2),3.7
86,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
87,Total children age 6-23 months receiving an adequate diet  (%),6.0,4.4
88,Children under 5 years who are stunted (height-for-age) (%),27.1,31.4
89,Children under 5 years who are wasted (weight-for-height) (%),14.8,18.1
90,Children under 5 years who are severely wasted (weight-for-height) (%),6.3,4.6
91,Children under 5 years who are underweight (weight-for-age) (%),27.9,32.4
92,Children under 5 years who are overweight (weight-for-height) (%),0.5,0.0
94,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.1,21.0
95,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),33.4,28.5
96,Women who have high risk waist-to-hip ratio (≥0.85) (%),41.7,na
98,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),54.9,46.6
99,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.8,48.4
100,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(52.7),(58.9)
101,All women age 15-49 years who are anaemic (%),51.8,48.8
102,All women age 15-19 years who are anaemic (%),43.9,52.0
105,Women - Blood sugar level - high (141-160 mg/dl)(%),6.9,na
106,Women - Blood sugar level - very high (>160 mg/dl)(%),8.4,na
107,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.2,na
109,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
110,Men - Blood sugar level - very high (>160 mg/dl) (%),12.3,na
111,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.4,na
114,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.7,na
115,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
117,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),22.7,na
119,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.8,na
120,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
122,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),27.1,na
124,Ever undergone a screening test for cervical cancer (%),2.2,na
125,Ever undergone a breast examination for breast cancer (%),0.3,na
126,Ever undergone an oral cavity examination for oral cancer (%),4.0,na
128,Women age 15 years and above who use any kind of tobacco (%),4.3,na
129,Men age 15 years and above who use any kind of tobacco (%),18.7,na
130,Women age 15 years and above who consume alcohol (%),0.4,na
131,Men age 15 years and above who consume alcohol (%),18.3,na
