,Indicator,NFHS-5,NFHS-4
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),90.3,na
41,Institutional births (%),98.9,96.4
42,Institutional births in public facility (%),40.1,36.8
43,Home births that were conducted by skilled health personnel (%),0.5,2.0
44,Births attended by skilled health personnel (%),98.0,95.1
45,Births delivered by caesarean section (%),66.1,50.8
46,Births in a private health facility that were delivered by caesarean section (%),79.7,66.2
47,Births in a public health facility that were delivered by caesarean section (%),47.9,30.6
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),(90.0),(74.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(97.2),*
50,Children age 12-23 months who have received BCG (%),(93.9),(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.0),(74.1)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.9),(97.2)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(90.0),(100.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(33.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(62.1),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(93.9),(80.8)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),81.0,61.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(97.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(2.8)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.8,5.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,1.3
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(45.8),*
66,Children under age 3 years breastfed within one hour of birth (%),29.3,37.7
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(26.1),(7.4)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(23.4),6.2
72,Children under 5 years who are stunted (height-for-age) (%),29.8,22.6
73,Children under 5 years who are wasted (weight-for-height) (%),14.3,20.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.2,5.1
75,Children under 5 years who are underweight (weight-for-age) (%),21.1,27.7
76,Children under 5 years who are overweight (weight-for-height) (%),4.2,1.8
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),10.5,13.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.6,45.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),65.7,58.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),60.4,59.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),60.3,59.4
84,All women age 15-19 years who are anaemic (%),59.0,64.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),7.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),13.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),23.3,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.5,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),11.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.5,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.4,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),24.0,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.6,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),28.5,na
97,Ever undergone a screening test for cervical cancer (%),5.4,na
98,Ever undergone a breast examination for breast cancer (%),2.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),12.3,na
100,Women age 15 years and above who use any kind of tobacco (%),1.4,na
101,Men age 15 years and above who use any kind of tobacco (%),21.3,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),22.8,na
