,Indicator,NFHS-5,NFHS-4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),65.3,(47.7)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(80.1),*
50,Children age 12-23 months who have received BCG (%),89.2,(86.3)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),69.4,(61.1)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.1,(73.4)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.1,(66.9)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),18.7,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),70.9,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.2,(54.9)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.0,71.7
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(91.3),(86.2)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(8.8),(13.9)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.9,1.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),3.9,0.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.3),*
66,Children under age 3 years breastfed within one hour of birth (%),39.4,29.3
67,Children under age 6 months exclusively breastfed (%),(54.7),(71.7)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.4,(4.1)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),6.9,8.7
72,Children under 5 years who are stunted (height-for-age) (%),29.2,29.4
73,Children under 5 years who are wasted (weight-for-height) (%),17.2,16.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.9,4.3
75,Children under 5 years who are underweight (weight-for-age) (%),27.8,28.7
76,Children under 5 years who are overweight (weight-for-height) (%),0.5,1.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.2,17.0
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),39.5,35.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),47.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5,50.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.6,59.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(59.2)
83,All women age 15-49 years who are anaemic (%),59.4,59.1
84,All women age 15-19 years who are anaemic (%),68.6,62.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),8.2,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),12.3,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.8,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.2,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),12.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),23.0,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine tocontrol blood pressure (%),25.1,na
97,Ever undergone a screening test for cervical cancer (%),10.2,na
98,Ever undergone a breast examination for breast cancer (%),0.8,na
99,Ever undergone an oral cavity examination for oral cancer (%),6.7,na
100,Women age 15 years and above who use any kind of tobacco (%),4.4,na
101,Men age 15 years and above who use any kind of tobacco (%),26.5,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),25.9,na
