Indicator,NFHS-5,NFHS-4
Births delivered by caesarean section (%),17.3,5.7
Births in a private health facility that were delivered by caesarean section (%),*,*
Births in a public health facility that were delivered by caesarean section (%),20.2,15.6
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),67.5,(27.8)
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),76.8,*
Children age 12-23 months who have received BCG (%),93.1,(65.3)
Children age 12-23 months who have received 3 doses of polio vaccine (%),69.3,(47.4)
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),81.9,(38.8)
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),90.8,(46.8)
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),19.2,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),28.7,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),77.6,(30.4)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),84.4,39.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,(96.4)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(0.0)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.8,5.7
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(73.3),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(59.1),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(51.5),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.2,0.8
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(57.5),*
Children under age 3 years breastfed within one hour of birth (%),60.6,48.3
Children under age 6 months exclusively breastfed (%),*,*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),20.4,20.2
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),18.8,20.5
Children under 5 years who are stunted (height-for-age) (%),30.4,20.5
Children under 5 years who are wasted (weight-for-height) (%),7.1,19.4
Children under 5 years who are severely wasted (weight-for-height) (%),1.9,6.1
Children under 5 years who are underweight (weight-for-age) (%),9.0,8.1
Children under 5 years who are overweight (weight-for-height) (%),21.1,11.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),1.2,3.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),35.4,28.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),68.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),89.6,66.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.2,42.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(57.4),(60.7)
All women age 15-49 years who are anaemic (%),59.1,43.3
All women age 15-19 years who are anaemic (%),76.3,48.8
Women - Blood sugar level - high (141-160 mg/dl)(%),3.1,na
Women - Blood sugar level - very high (>160 mg/dl)(%),0.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),4.5,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.5,na
Men - Blood sugar level - very high (>160 mg/dl) (%),1.6,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.4,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.7,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),30.3,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.7,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),36.4,na
Ever undergone a screening test for cervical cancer (%),1.0,na
Ever undergone a breast examination for breast cancer (%),0.8,na
Ever undergone an oral cavity examination for oral cancer (%),0.7,na
Women age 15 years and above who use any kind of tobacco (%),5.1,na
Men age 15 years and above who use any kind of tobacco (%),24.0,na
Women age 15 years and above who consume alcohol (%),23.4,na
Men age 15 years and above who consume alcohol (%),43.2,na
