,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(45.0)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.3,3.4
65,health provider (%),(55.5),(46.0)
66,Children under age 3 years breastfed within one hour of birth (%),56.6,61.0
67,Children under age 6 months exclusively breastfed (%),(39.2),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),15.3,27.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),15.4,32.0
72,Children under 5 years who are stunted (height-for-age) (%),36.8,28.3
73,Children under 5 years who are wasted (weight-for-height) (%),12.2,12.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),8.1,5.1
75,Children under 5 years who are underweight (weight-for-age) (%),19.2,12.2
76,Children under 5 years who are overweight (weight-for-height) (%),9.0,7.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),2.8,10.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),25.0,15.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),81.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),60.4,52.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),36.6,41.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(37.9),(40.3)
83,All women age 15-49 years who are anaemic (%),36.7,41.4
84,All women age 15-19 years who are anaemic (%),39.2,42.3
85,Blood sugar level - high (141-160 mg/dl)(%),3.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.2,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.3,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
93,blood pressure (%),25.4,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.5,na
96,blood pressure (%),37.5,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),19.8,na
101,Men age 15 years and above who use any kind of tobacco (%),55.3,na
102,Women age 15 years and above who consume alcohol (%),42.8,na
103,Men age 15 years and above who consume alcohol (%),65.6,na
