,Indicator,NFHS-5,NFHS-4
73,Children under 5 years who are wasted (weight-for-height) (%),7.6,21.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.9,12.4
75,Children under 5 years who are underweight (weight-for-age) (%),9.7,15.4
76,Children under 5 years who are overweight (weight-for-height) (%),5.0,6.5
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.1,9.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.8,16.5
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),75.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.5,59.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),35.3,40.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(19.6),(35.7)
83,All women age 15-49 years who are anaemic (%),34.6,40.7
84,All women age 15-19 years who are anaemic (%),39.4,47.9
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.1,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.9,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),7.1,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.1,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.6,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),24.8,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),12.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),38.1,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),20.6,na
101,Men age 15 years and above who use any kind of tobacco (%),52.1,na
102,Women age 15 years and above who consume alcohol (%),20.3,na
103,Men age 15 years and above who consume alcohol (%),48.7,na
