Indicator,NFHS-5
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(58.0)
Children under age 3 years breastfed within one hour of birth (%),49.4
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet (%),21.8
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet (%),24.0
Children under 5 years who are stunted (height-for-age) (%),24.6
Children under 5 years who are wasted (weight-for-height) (%),8.6
Children under 5 years who are severely wasted (weight-for-height) (%),4.2
Children under 5 years who are underweight (weight-for-age) (%),10.3
Children under 5 years who are overweight (weight-for-height) (%),9.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),6.8
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),67.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),35.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(32.8)
All women age 15-49 years who are anaemic (%),35.2
All women age 15-19 years who are anaemic (%),40.4
Women - Blood sugar level - high (141-160 mg/dl)(%),5.6
Women - Blood sugar level - very high (>160 mg/dl)(%),3.4
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.5
Men - Blood sugar level - high (141-160 mg/dl)(%),7.8
Men - Blood sugar level - very high (>160 mg/dl) (%),4.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.7
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.0
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.5
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),29.7
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),26.3
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.0
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),38.1
Ever undergone a screening test for cervical cancer (%),1.1
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.8
Women age 15 years and above who use any kind of tobacco (%),24.7
Men age 15 years and above who use any kind of tobacco (%),51.3
Women age 15 years and above who consume alcohol (%),18.8
Men age 15 years and above who consume alcohol (%),50.7
