,Indicator,NFHS_5,NFHS_4
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.0,na
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.5,na
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),37.5,na
123,Ever undergone a screening test for cervical cancer (%),0.5,na
124,Ever undergone a breast examination for breast cancer (%),0.1,na
125,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
127,Women age 15 years and above who use any kind of tobacco (%),19.8,na
128,Men age 15 years and above who use any kind of tobacco (%),55.3,na
129,Women age 15 years and above who consume alcohol (%),42.8,na
130,Men age 15 years and above who consume alcohol (%),65.6,na
