Indicator,NFHS-5
Children under 5 years who are underweight (weight-for-age) (%),16.0
Children under 5 years who are overweight (weight-for-height) (%),11.7
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),5.5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),28.3
Women who have high risk waist-to-hip ratio (≥0.85) (%),57.8
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),48.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),32.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(24.1)
All women age 15-49 years who are anaemic (%),32.0
All women age 15-19 years who are anaemic (%),53.0
Women - Blood sugar level - high (141-160 mg/dl)(%),4.6
Women - Blood sugar level - very high (>160 mg/dl)(%),3.3
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.4
Men - Blood sugar level - high (141-160 mg/dl)(%),5.6
Men - Blood sugar level - very high (>160 mg/dl) (%),4.7
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.9
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),25.2
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.8
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.1
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),31.6
Ever undergone a screening test for cervical cancer (%),0.2
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.2
Women age 15 years and above who use any kind of tobacco (%),12.7
Men age 15 years and above who use any kind of tobacco (%),44.8
Women age 15 years and above who consume alcohol (%),16.4
Men age 15 years and above who consume alcohol (%),49.0
