,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,94.9
37,days of delivery (%),56.4,43.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"12,365","4,773"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(3.6),0.0
40,days of delivery (%),52.9,na
41,Institutional births (%),76.0,66.4
42,Institutional births in public facility (%),74.9,64.8
43,Home births that were conducted by skilled health personnel (%),3.3,2.7
44,Births attended by skilled health personnel (%),78.8,69.0
45,Births delivered by caesarean section (%),14.2,8.1
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),18.3,10.1
48,mother's recall (%),(61.4),*
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(67.2),*
50,Children age 12-23 months who have received BCG (%),(86.7),*
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(64.5),*
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(68.4),*
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(70.0),*
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(24.3),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(23.8),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(63.4),*
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),66.8,55.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(97.7),*
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),*
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,7.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.5,0.0
65,health provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),28.2,48.5
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(21.9),*
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),25.2,(4.4)
72,Children under 5 years who are stunted (height-for-age) (%),30.4,24.6
73,Children under 5 years who are wasted (weight-for-height) (%),12.5,29.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.0,15.9
75,Children under 5 years who are underweight (weight-for-age) (%),12.0,21.5
76,Children under 5 years who are overweight (weight-for-height) (%),13.5,5.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),2.4,8.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.3,19.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),63.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.0,48.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),29.4,30.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(22.4),2.9
83,All women age 15-49 years who are anaemic (%),29.2,27.7
84,All women age 15-19 years who are anaemic (%),27.2,35.9
85,Blood sugar level - high (141-160 mg/dl)(%),4.0,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.9,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.2,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.3,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.3,na
93,blood pressure (%),26.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.7,na
96,blood pressure (%),31.7,na
97,Ever undergone a screening test for cervical cancer (%),0.7,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),21.3,na
101,Men age 15 years and above who use any kind of tobacco (%),59.2,na
102,Women age 15 years and above who consume alcohol (%),22.0,na
103,Men age 15 years and above who consume alcohol (%),61.2,na
