,Indicator,NFHS-5,NFHS-4
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,0.0
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),65.5,na
41,Institutional births (%),89.8,60.0
42,Institutional births in public facility (%),86.8,58.4
43,Home births that were conducted by skilled health personnel (%),2.8,4.1
44,Births attended by skilled health personnel (%),92.6,64.1
45,Births delivered by caesarean section (%),19.6,11.9
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),20.4,19.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),(66.5),(40.1)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(88.7),*
50,Children age 12-23 months who have received BCG (%),(85.0),(68.8)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(75.8),(59.9)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(69.6),(56.1)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(76.5),(53.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(36.8),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(24.1),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(65.9),(37.1)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),70.1,47.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),(100.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),(0.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.4,4.9
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.2,0.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(40.9),*
66,Children under age 3 years breastfed within one hour of birth (%),52.5,55.7
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(38.0),(20.3)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),(29.8),20.4
72,Children under 5 years who are stunted (height-for-age) (%),30.7,35.1
73,Children under 5 years who are wasted (weight-for-height) (%),11.5,23.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.9,13.4
75,Children under 5 years who are underweight (weight-for-age) (%),8.1,21.8
76,Children under 5 years who are overweight (weight-for-height) (%),14.4,9.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.3,5.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),23.2,18.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),68.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),52.4,50.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),41.1,43.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(22.1),*
83,All women age 15-49 years who are anaemic (%),40.5,43.6
84,All women age 15-19 years who are anaemic (%),59.4,51.1
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.1,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),8.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.0,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),25.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),25.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.4,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),36.6,na
97,Ever undergone a screening test for cervical cancer (%),3.6,na
98,Ever undergone a breast examination for breast cancer (%),0.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.8,na
100,Women age 15 years and above who use any kind of tobacco (%),18.0,na
101,Men age 15 years and above who use any kind of tobacco (%),46.7,na
102,Women age 15 years and above who consume alcohol (%),16.8,na
103,Men age 15 years and above who consume alcohol (%),48.1,na
