,Indicator,NFHS-5,NFHS-4
73,Children under 5 years who are wasted (weight-for-height) (%),25.0,8.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),12.0,3.1
75,Children under 5 years who are underweight (weight-for-age) (%),29.8,14.9
76,Children under 5 years who are overweight (weight-for-height) (%),3.8,2.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),9.6,13.7
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.1,22.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),59.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),48.9,15.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),34.8,24.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(32.9),30.1
83,All women age 15-49 years who are anaemic (%),34.7,25.2
84,All women age 15-19 years who are anaemic (%),36.7,24.7
85,Blood sugar level - high (141-160 mg/dl)(%),6.8,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),5.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),7.4,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.2,na
93,blood pressure (%),18.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9,na
96,blood pressure (%),20.8,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.7,na
100,Women age 15 years and above who use any kind of tobacco (%),16.4,na
101,Men age 15 years and above who use any kind of tobacco (%),44.0,na
102,Women age 15 years and above who consume alcohol (%),1.7,na
103,Men age 15 years and above who consume alcohol (%),25.7,na
