,Indicator,NFHS-5,NFHS-4
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,0.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,32.6
66,Children under age 3 years breastfed within one hour of birth (%),60.3,50.0
67,Children under age 6 months exclusively breastfed (%),*,(33.2)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(59.2)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(19.0),29.7
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(31.1)
71,Total children age 6-23 months receiving an adequate diet  (%),(18.0),30.1
72,Children under 5 years who are stunted (height-for-age) (%),28.3,24.7
73,Children under 5 years who are wasted (weight-for-height) (%),26.9,11.7
74,Children under 5 years who are severely wasted (weight-for-height) (%),11.4,3.2
75,Children under 5 years who are underweight (weight-for-age) (%),22.1,15.2
76,Children under 5 years who are overweight (weight-for-height) (%),6.6,4.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.7,10.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),11.6,20.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),60.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),38.4,36.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),15.6,26.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),3.9,35.3
83,All women age 15-49 years who are anaemic (%),14.9,26.8
84,All women age 15-19 years who are anaemic (%),18.2,24.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.0,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),3.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.9,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.2,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.8,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),25.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.8,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.2,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),31.1,na
97,Ever undergone a screening test for cervical cancer (%),0.1,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),14.4,na
101,Men age 15 years and above who use any kind of tobacco (%),47.9,na
102,Women age 15 years and above who consume alcohol (%),1.2,na
103,Men age 15 years and above who consume alcohol (%),27.4,na
