,Indicator,NFHS-5,NFHS-4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),79.3,70.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,100.0
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.7,5.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(53.6),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(14.2),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(54.5),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,0.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(64.1),(79.0)
66,Children under age 3 years breastfed within one hour of birth (%),17.9,30.1
67,Children under age 6 months exclusively breastfed (%),(80.3),(70.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(29.3)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),10.2,13.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),10.5,13.1
72,Children under 5 years who are stunted (height-for-age) (%),38.5,40.1
73,Children under 5 years who are wasted (weight-for-height) (%),32.1,43.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),16.8,27.3
75,Children under 5 years who are underweight (weight-for-age) (%),44.0,53.8
76,Children under 5 years who are overweight (weight-for-height) (%),6.1,0.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.6,25.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),3.9,5.1
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),63.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.9,64.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),70.9,64.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(34.0),(60.0)
83,All women age 15-49 years who are anaemic (%),70.0,64.1
84,All women age 15-19 years who are anaemic (%),71.5,68.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.1,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),1.9,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),10.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),7.2,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.2,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),11.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.0,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.2,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.3,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),16.2,na
101,Men age 15 years and above who use any kind of tobacco (%),57.2,na
102,Women age 15 years and above who consume alcohol (%),19.8,na
103,Men age 15 years and above who consume alcohol (%),57.5,na
