Indicator,NFHS-5,NFHS-4
Children under 5 years who are stunted (height-for-age) (%),42.2,39.2
Children under 5 years who are wasted (weight-for-height) (%),21.1,36.7
Children under 5 years who are severely wasted (weight-for-height) (%),7.7,15.0
Children under 5 years who are underweight (weight-for-age) (%),37.0,47.9
Children under 5 years who are overweight (weight-for-height) (%),2.8,2.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),25.8,30.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.9,4.4
Women who have high risk waist-to-hip ratio (≥0.85) (%),64.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),75.4,80.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),71.0,78.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(59.0),(71.8)
All women age 15-49 years who are anaemic (%),70.6,78.2
All women age 15-19 years who are anaemic (%),69.5,74.4
Women - Blood sugar level - high (141-160 mg/dl)(%),4.7,na
Women - Blood sugar level - very high (>160 mg/dl)(%),3.1,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.1,na
Men - Blood sugar level - high (141-160 mg/dl)(%),5.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),3.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),20.9,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.4,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.9,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),26.7,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.0,na
Ever undergone an oral cavity examination for oral cancer (%),0.0,na
Women age 15 years and above who use any kind of tobacco (%),17.6,na
Men age 15 years and above who use any kind of tobacco (%),56.5,na
Women age 15 years and above who consume alcohol (%),15.7,na
Men age 15 years and above who consume alcohol (%),54.1,na
