,Indicator,NFHS-5,NFHS-4
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),10.5,4.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),79.0,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),33.0,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),71.7,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7,0.2
65,health provider (%),52.2,(46.8)
66,Children under age 3 years breastfed within one hour of birth (%),22.0,31.5
67,Children under age 6 months exclusively breastfed (%),(73.7),(66.0)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.6,2.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),11.7,2.4
72,Children under 5 years who are stunted (height-for-age) (%),60.6,59.4
73,Children under 5 years who are wasted (weight-for-height) (%),30.5,37.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),12.9,13.1
75,Children under 5 years who are underweight (weight-for-age) (%),62.4,66.9
76,Children under 5 years who are overweight (weight-for-height) (%),2.8,0.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),33.1,32.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),7.1,9.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),70.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.3,83.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.5,72.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(74.8),74.4
83,All women age 15-49 years who are anaemic (%),72.6,72.8
84,All women age 15-19 years who are anaemic (%),74.2,68.8
85,Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.4,na
89,Blood sugar level - very high (>160 mg/dl) (%),3.5,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.6,na
93,blood pressure (%),17.8,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.4,na
96,blood pressure (%),19.5,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.1,na
100,Women age 15 years and above who use any kind of tobacco (%),19.9,na
101,Men age 15 years and above who use any kind of tobacco (%),56.4,na
102,Women age 15 years and above who consume alcohol (%),28.5,na
103,Men age 15 years and above who consume alcohol (%),57.1,na
