Indicator,NFHS-5,NFHS-4
Births attended by skilled health personnel (%),72.3,62.0
Births delivered by caesarean section (%),7.8,6.7
Births in a private health facility that were delivered by caesarean section (%),45.8,35.3
Births in a public health facility that were delivered by caesarean section (%),2.9,1.7
Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),54.5,64.2
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),54.7,62.7
Children age 12-23 months who have received BCG (%),87.5,95.3
Children age 12-23 months who have received 3 doses of polio vaccine (%),62.6,74.2
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),68.6,86.7
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),73.0,81.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),15.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),54.0,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),64.3,62.8
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),53.3,42.4
Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.7,96.3
Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.3,3.7
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.5,5.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(21.8),(21.8)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(8.6),(3.2)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(36.7),(58.2)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.8,5.2
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),56.0,69.4
Children under age 3 years breastfed within one hour of birth (%),22.6,33.6
Children under age 6 months exclusively breastfed (%),(71.6),70.5
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet (%),7.8,7.9
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet (%),7.2,7.9
Children under 5 years who are stunted (height-for-age) (%),41.7,44.8
Children under 5 years who are wasted (weight-for-height) (%),17.7,23.8
Children under 5 years who are severely wasted (weight-for-height) (%),6.2,5.8
Children under 5 years who are underweight (weight-for-age) (%),36.9,46.0
Children under 5 years who are overweight (weight-for-height) (%),1.9,1.2
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),32.5,38.0
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),10.9,7.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),56.6,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.9,64.6
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),70.1,55.3
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),72.4,67.3
All women age 15-49 years who are anaemic (%),70.2,55.9
All women age 15-19 years who are anaemic (%),67.2,53.2
Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
Women - Blood sugar level - very high (>160 mg/dl)(%),4.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.0,na
Men - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
Men - Blood sugar level - very high (>160 mg/dl) (%),5.8,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.5,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.6,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),14.2,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.5,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.5,na
Ever undergone a screening test for cervical cancer (%),0.7,na
Ever undergone a breast examination for breast cancer (%),0.2,na
Ever undergone an oral cavity examination for oral cancer (%),0.2,na
Women age 15 years and above who use any kind of tobacco (%),6.6,na
Men age 15 years and above who use any kind of tobacco (%),52.0,na
Women age 15 years and above who consume alcohol (%),2.0,na
Men age 15 years and above who consume alcohol (%),26.3,na
