,Indicator,NFHS-5,NFHS-4
85,Blood sugar level - high (141-160 mg/dl)(%),7.1,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.1,na
88,Blood sugar level - high (141-160 mg/dl)(%),9.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.5,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.7,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8,na
93,blood pressure (%),15.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.2,na
96,blood pressure (%),17.2,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),11.2,na
101,Men age 15 years and above who use any kind of tobacco (%),42.6,na
102,Women age 15 years and above who consume alcohol (%),11.3,na
103,Men age 15 years and above who consume alcohol (%),37.3,na
