Indicator,NFHS-5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.6
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),21.6
Ever undergone a screening test for cervical cancer (%),0.0
Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.3
Women age 15 years and above who use any kind of tobacco (%),28.6
Men age 15 years and above who use any kind of tobacco (%),48.3
Women age 15 years and above who consume alcohol (%),18.3
Men age 15 years and above who consume alcohol (%),41.4
