Indicator,NFHS-5
Women who have high risk waist-to-hip ratio (≥0.85) (%),71.6
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),89.9
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),76.7
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),63.0
All women age 15-49 years who are anaemic (%),76.0
All women age 15-19 years who are anaemic (%),75.7
Women - Blood sugar level - high (141-160 mg/dl)(%),5.8
Women - Blood sugar level - very high (>160 mg/dl)(%),1.8
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.1
Men - Blood sugar level - high (141-160 mg/dl)(%),7.4
Men - Blood sugar level - very high (>160 mg/dl) (%),2.5
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.7
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),19.1
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.5
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control bloodpressure (%),23.7
Ever undergone a screening test for cervical cancer (%),0.9
Ever undergone a breast examination for breast cancer (%),0.5
Ever undergone an oral cavity examination for oral cancer (%),0.5
Women age 15 years and above who use any kind of tobacco (%),38.1
Men age 15 years and above who use any kind of tobacco (%),55.7
Women age 15 years and above who consume alcohol (%),21.4
Men age 15 years and above who consume alcohol (%),49.8
