,Indicator,NFHS_5,NFHS_4
47,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
49,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),74.7,na
51,Institutional births (%),93.7,85.7
52,Institutional births in public facility (%),93.7,84.2
53,Home births that were conducted by skilled health personnel (%),2.6,3.3
54,Births attended by skilled health personnel (%),95.6,86.6
55,Births delivered by caesarean section (%),32.0,11.1
56,Births in a private health facility that were delivered by caesarean section (%),*,*
57,Births in a public health facility that were delivered by caesarean section (%),34.2,12.0
60,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(87.5),81.9
61,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),92.5
62,Children age 12-23 months who have received BCG (%),(100.0),98.9
63,Children age 12-23 months who have received 3 doses of polio vaccine (%),(87.5),86.5
64,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),89.7
65,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(97.4),92.9
66,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(31.0),na
67,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(7.7),na
68,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),79.4
69,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),85.0,76.4
70,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(100.0),100.0
71,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
73,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.2,4.1
74,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
75,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
77,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.8,1.5
79,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(53.9),(58.8)
81,Children under age 3 years breastfed within one hour of birth (%),71.0,54.0
82,Children under age 6 months exclusively breastfed (%),(80.4),(54.5)
83,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
84,Breastfeeding children age 6-23 months receiving an adequate diet  (%),18.2,19.6
85,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
86,Total children age 6-23 months receiving an adequate diet  (%),18.5,21.4
87,Children under 5 years who are stunted (height-for-age) (%),36.5,39.6
88,Children under 5 years who are wasted (weight-for-height) (%),17.7,6.8
89,Children under 5 years who are severely wasted (weight-for-height) (%),10.5,3.1
90,Children under 5 years who are underweight (weight-for-age) (%),21.8,20.3
91,Children under 5 years who are overweight (weight-for-height) (%),14.0,4.0
93,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),3.5,15.6
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),26.3,13.6
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),88.0,na
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),87.9,87.6
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),92.8,72.8
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),76.7,(77.9)
100,All women age 15-49 years who are anaemic (%),92.0,73.1
101,All women age 15-19 years who are anaemic (%),97.1,80.6
104,Women - Blood sugar level - high (141-160 mg/dl)(%),3.2,na
105,Women - Blood sugar level - very high (>160 mg/dl)(%),2.8,na
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.3,na
108,Men - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
109,Men - Blood sugar level - very high (>160 mg/dl) (%),3.4,na
110,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.2,na
113,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.0,na
114,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.7,na
116,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.7,na
118,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.2,na
119,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.8,na
121,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.1,na
123,Ever undergone a screening test for cervical cancer (%),0.4,na
124,Ever undergone a breast examination for breast cancer (%),0.4,na
125,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
