,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.9,91.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.3,51.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,386","1,966"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),72.2,na
41,Institutional births (%),93.3,90.5
42,Institutional births in public facility (%),73.4,70.7
43,Home births that were conducted by skilled health personnel (%),2.9,3.6
44,Births attended by skilled health personnel (%),93.0,89.9
45,Births delivered by caesarean section (%),14.3,8.5
46,Births in a private health facility that were delivered by caesarean section (%),45.0,25.8
47,Births in a public health facility that were delivered by caesarean section (%),7.2,4.8
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),82.6,61.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.6,(66.8)
50,Children age 12-23 months who have received BCG (%),97.2,93.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),85.3,69.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.0,80.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),89.3,83.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),24.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),1.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),90.1,55.8
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),77.7,82.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),97.6,95.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),2.4,4.4
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.1,3.8
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,0.5
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(80.8),*
66,Children under age 3 years breastfed within one hour of birth (%),47.1,66.9
67,Children under age 6 months exclusively breastfed (%),(54.7),(45.4)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),12.4,4.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),13.4,6.1
72,Children under 5 years who are stunted (height-for-age) (%),57.6,55.5
73,Children under 5 years who are wasted (weight-for-height) (%),17.7,31.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.2,12.5
75,Children under 5 years who are underweight (weight-for-age) (%),45.2,50.3
76,Children under 5 years who are overweight (weight-for-height) (%),2.3,4.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.0,27.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),18.8,12.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),32.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),76.0,74.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.1,47.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.1,46.5
83,All women age 15-49 years who are anaemic (%),57.3,47.7
84,All women age 15-19 years who are anaemic (%),61.8,46.4
85,Women - Blood sugar level - high (141-160 mg/dl)(%),3.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.5,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.6,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.5,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.5,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.0,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.1,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),14.6,na
101,Men age 15 years and above who use any kind of tobacco (%),31.8,na
102,Women age 15 years and above who consume alcohol (%),1.1,na
103,Men age 15 years and above who consume alcohol (%),19.4,na
