,Indicator,NFHS-5,NFHS-4
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),93.4,(81.7)
50,Children age 12-23 months who have received BCG (%),98.6,98.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),95.7,71.3
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),97.2,80.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),97.2,92.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),36.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),94.1,58.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),78.4,90.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,(95.7)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,(4.3)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.9,6.5
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(53.8),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(28.0),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(68.7),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.7,0.0
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),68.0,(80.4)
66,Children under age 3 years breastfed within one hour of birth (%),45.8,61.7
67,Children under age 6 months exclusively breastfed (%),(80.0),(51.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),7.6,2.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),7.4,4.6
72,Children under 5 years who are stunted (height-for-age) (%),29.9,43.8
73,Children under 5 years who are wasted (weight-for-height) (%),17.7,20.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.9,7.3
75,Children under 5 years who are underweight (weight-for-age) (%),35.0,36.9
76,Children under 5 years who are overweight (weight-for-height) (%),0.0,3.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.9,21.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),29.1,19.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),42.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.9,63.9
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),50.4,52.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(59.4),(59.3)
83,All women age 15-49 years who are anaemic (%),50.8,52.7
84,All women age 15-19 years who are anaemic (%),51.5,53.3
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),6.4,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.7,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.0,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.2,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.1,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.7,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.4,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.9,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.4,na
97,Ever undergone a screening test for cervical cancer (%),0.2,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),9.2,na
101,Men age 15 years and above who use any kind of tobacco (%),33.1,na
102,Women age 15 years and above who consume alcohol (%),1.0,na
103,Men age 15 years and above who consume alcohol (%),12.1,na
