,Indicator,NFHS-5,NFHS-4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.9,19.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),42.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.6,70.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),59.9,57.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),69.1,73.1
83,All women age 15-49 years who are anaemic (%),60.4,58.7
84,All women age 15-19 years who are anaemic (%),64.8,62.2
85,Blood sugar level - high (141-160 mg/dl)(%),4.7,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.6,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),8.9,na
88,Blood sugar level - high (141-160 mg/dl)(%),3.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),4.7,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.2,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.2,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
93,control blood pressure (%),18.5,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),10.4,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.3,na
96,control blood pressure (%),16.7,na
97,Ever undergone a screening test for cervical cancer (%),0.8,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.5,na
100,Women age 15 years and above who use any kind of tobacco (%),13.5,na
101,Men age 15 years and above who use any kind of tobacco (%),28.4,na
102,Women age 15 years and above who consume alcohol (%),0.9,na
103,Men age 15 years and above who consume alcohol (%),15.8,na
