,Indicator,NFHS-5,NFHS-4
47,Births in a public health facility that were delivered by caesarean section (%),24.1,29.0
48,mother's recall (%),(86.8),(77.3)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(93.9),(84.5)
50,Children age 12-23 months who have received BCG (%),(100.0),(91.8)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(89.0),(80.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(90.0),(86.3)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(96.5),(91.8)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(34.7),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(5.8),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(88.7),(53.5)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.7,75.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(96.6),(71.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(3.4),(29.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.9,2.4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.9,3.0
65,health provider (%),*,(77.3)
66,Children under age 3 years breastfed within one hour of birth (%),59.9,45.4
67,Children under age 6 months exclusively breastfed (%),(63.5),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),2.2,(9.3)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.3,19.0
72,Children under 5 years who are stunted (height-for-age) (%),25.1,23.9
73,Children under 5 years who are wasted (weight-for-height) (%),30.5,17.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),15.7,4.0
75,Children under 5 years who are underweight (weight-for-age) (%),26.4,21.7
76,Children under 5 years who are overweight (weight-for-height) (%),6.9,1.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.6,25.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),22.2,26.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),51.1,54.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),38.9,45.2
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(35.8),*
83,All women age 15-49 years who are anaemic (%),38.8,45.4
84,All women age 15-19 years who are anaemic (%),35.0,45.8
85,Blood sugar level - high (141-160 mg/dl)(%),6.0,na
86,Blood sugar level - very high (>160 mg/dl)(%),7.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.4,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.8,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.5,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.6,na
93,control blood pressure (%),30.1,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),18.5,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.1,na
96,control blood pressure (%),29.9,na
97,Ever undergone a screening test for cervical cancer (%),0.4,na
98,Ever undergone a breast examination for breast cancer (%),0.4,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),4.4,na
101,Men age 15 years and above who use any kind of tobacco (%),15.1,na
102,Women age 15 years and above who consume alcohol (%),0.6,na
103,Men age 15 years and above who consume alcohol (%),11.6,na
