Indicator,NFHS-5,NFHS-4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),40.1,32.0
Women who have high risk waist-to-hip ratio (≥0.85) (%),44.4,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),58.9,51.7
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),36.0,40.0
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(23.7),*
All women age 15-49 years who are anaemic (%),35.5,39.6
All women age 15-19 years who are anaemic (%),45.1,40.2
Women - Blood sugar level - high (141-160 mg/dl)(%),8.4,na
Women - Blood sugar level - very high (>160 mg/dl)(%),9.7,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.4,na
Men - Blood sugar level - high (141-160 mg/dl)(%),10.4,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.2,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),21.3,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.2,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.6,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),30.7,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.8,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.5,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),33.5,na
Ever undergone a screening test for cervical cancer (%),0.2,na
Ever undergone a breast examination for breast cancer (%),0.4,na
Ever undergone an oral cavity examination for oral cancer (%),0.6,na
Women age 15 years and above who use any kind of tobacco (%),2.9,na
Men age 15 years and above who use any kind of tobacco (%),20.9,na
Women age 15 years and above who consume alcohol (%),1.1,na
Men age 15 years and above who consume alcohol (%),17.3,na
