,Indicator,NFHS-5,NFHS-4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.6,1.1
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(67.0),*
66,Children under age 3 years breastfed within one hour of birth (%),49.2,50.0
67,Children under age 6 months exclusively breastfed (%),(56.9),(56.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),8.9,4.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),9.7,4.8
72,Children under 5 years who are stunted (height-for-age) (%),36.1,49.5
73,Children under 5 years who are wasted (weight-for-height) (%),22.9,26.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),13.6,10.7
75,Children under 5 years who are underweight (weight-for-age) (%),36.5,53.3
76,Children under 5 years who are overweight (weight-for-height) (%),1.3,1.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.2,23.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.3,18.9
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),45.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),67.5,72.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),58.7,49.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(40.2),(50.5)
83,All women age 15-49 years who are anaemic (%),58.1,49.9
84,All women age 15-19 years who are anaemic (%),58.5,49.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.2,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),3.9,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.2,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),5.3,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.6,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.8,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.2,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.4,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.9,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.0,na
100,Women age 15 years and above who use any kind of tobacco (%),8.2,na
101,Men age 15 years and above who use any kind of tobacco (%),26.2,na
102,Women age 15 years and above who consume alcohol (%),1.0,na
103,Men age 15 years and above who consume alcohol (%),14.3,na
