Indicator,NFHS-5
Births delivered by caesarean section (%),23.7
Births in a private health facility that were delivered by caesarean section (%),37.7
Births in a public health facility that were delivered by caesarean section (%),11.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),88.5
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),89.7
Children age 12-23 months who have received BCG (%),98.6
Children age 12-23 months who have received 3 doses of polio vaccine (%),88.5
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),93.1
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.1
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),42.5
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.0
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),93.1
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),87.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5
Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.5
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),14.0
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(66.3)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(31.3)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(65.8)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.5
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),75.9
Children under age 3 years breastfed within one hour of birth (%),37.1
Children under age 6 months exclusively breastfed (%),(71.6)
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),5.1
Children under 5 years who are stunted (height-for-age) (%),37.0
Children under 5 years who are wasted (weight-for-height) (%),33.1
Children under 5 years who are severely wasted (weight-for-height) (%),16.6
Children under 5 years who are underweight (weight-for-age) (%),41.0
Children under 5 years who are overweight (weight-for-height) (%),4.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),26.6
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),15.5
Women who have high risk waist-to-hip ratio (≥0.85) (%),58.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),81.1
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),67.9
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(49.4)
All women age 15-49 years who are anaemic (%),67.3
All women age 15-19 years who are anaemic (%),73.8
Women - Blood sugar level - high (141-160 mg/dl)(%),8.1
Women - Blood sugar level - very high (>160 mg/dl)(%),5.2
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.7
Men - Blood sugar level - high (141-160 mg/dl)(%),8.6
Men - Blood sugar level - very high (>160 mg/dl) (%),6.8
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.6
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.7
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.6
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.0
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),16.2
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.6
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),26.1
  Ever undergone a screening test for cervical cancer (%),0.2
  Ever undergone a breast examination for breast cancer (%),0.2
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),6.8
Men age 15 years and above who use any kind of tobacco (%),37.8
Women age 15 years and above who consume alcohol (%),0.5
Men age 15 years and above who consume alcohol (%),6.8
