Indicator,NFHS-5,NFHS-4
Institutional births (%),96.5,75.0
Institutional births in public facility (%),44.7,31.0
Home births that were conducted by skilled health personnel (%),2.0,6.2
Births attended by skilled health personnel (%),98.5,77.8
Births delivered by caesarean section (%),16.9,14.2
Births in a private health facility that were delivered by caesarean section (%),23.6,24.1
Births in a public health facility that were delivered by caesarean section (%),10.5,11.6
Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),91.1,52.9
Children age 12-23 months fully vaccinated based on information from vaccination card only (%),92.5,(85.0)
Children age 12-23 months who have received BCG (%),98.5,88.0
Children age 12-23 months who have received 3 doses of polio vaccine (%),95.3,60.9
Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),92.5,80.2
Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),93.9,81.7
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.7,na
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),5.2,na
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),89.4,36.0
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),96.6,84.3
Children age 12-23 months who received most of their vaccinations in a public health facility (%),91.7,90.7
Children age 12-23 months who received most of their vaccinations in a private health facility (%),8.3,9.3
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.9,8.6
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(25.0)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(8.1)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(68.3)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,1.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(96.2),*
Children under age 3 years breastfed within one hour of birth (%),29.1,68.9
Children under age 6 months exclusively breastfed (%),(49.9),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),14.5,5.0
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
Total children age 6-23 months receiving an adequate diet  (%),16.0,8.3
Children under 5 years who are stunted (height-for-age) (%),37.8,43.3
Children under 5 years who are wasted (weight-for-height) (%),23.2,30.3
Children under 5 years who are severely wasted (weight-for-height) (%),9.1,11.9
Children under 5 years who are underweight (weight-for-age) (%),34.8,41.9
Children under 5 years who are overweight (weight-for-height) (%),0.3,3.9
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),23.8,22.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.3,24.8
Women who have high risk waist-to-hip ratio (≥0.85) (%),53.3,na
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),87.6,50.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),75.8,50.8
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(71.0),(53.6)
All women age 15-49 years who are anaemic (%),75.7,50.9
All women age 15-19 years who are anaemic (%),85.8,57.7
Women - Blood sugar level - high (141-160 mg/dl)(%),7.3,na
Women - Blood sugar level - very high (>160 mg/dl)(%),5.4,na
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
Men - Blood sugar level - high (141-160 mg/dl)(%),6.8,na
Men - Blood sugar level - very high (>160 mg/dl) (%),9.5,na
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.2,na
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.5,na
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.1,na
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.8,na
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.1,na
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2,na
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),29.3,na
  Ever undergone a screening test for cervical cancer (%),0.1,na
  Ever undergone a breast examination for breast cancer (%),0.4,na
Ever undergone an oral cavity examination for oral cancer (%),0.1,na
Women age 15 years and above who use any kind of tobacco (%),5.3,na
Men age 15 years and above who use any kind of tobacco (%),32.3,na
Women age 15 years and above who consume alcohol (%),1.5,na
Men age 15 years and above who consume alcohol (%),17.9,na
