Indicator,NFHS-5
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),20.7
Women who have high risk waist-to-hip ratio (≥0.85) (%),32.9
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),81.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(60.8)
All women age 15-49 years who are anaemic (%),55.6
All women age 15-19 years who are anaemic (%),56.9
Women - Blood sugar level - high (141-160 mg/dl)(%),8.5
Women - Blood sugar level - very high (>160 mg/dl)(%),7.0
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.4
Men - Blood sugar level - high (141-160 mg/dl)(%),11.3
Men - Blood sugar level - very high (>160 mg/dl) (%),7.0
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),19.3
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.9
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),17.1
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),9.1
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.7
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),14.7
  Ever undergone a screening test for cervical cancer (%),0.0
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.3
Women age 15 years and above who use any kind of tobacco (%),4.7
Men age 15 years and above who use any kind of tobacco (%),47.5
Women age 15 years and above who consume alcohol (%),0.1
Men age 15 years and above who consume alcohol (%),1.3
