Indicator,NFHS-5
Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(27.3)
Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(8.3)
Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(91.7)
Children age 9-35 months who received a vitamin A dose in the last 6 months (%),91.6
Children age 12-23 months who received most of their vaccinations in a public health facility (%),(82.6)
Children age 12-23 months who received most of their vaccinations in a private health facility (%),(17.4)
Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.8
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(52.5)
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(22.4)
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(61.6)
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),(73.0)
Children under age 3 years breastfed within one hour of birth (%),44.6
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),6.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),5.1
Children under 5 years who are stunted (height-for-age) (%),42.3
Children under 5 years who are wasted (weight-for-height) (%),20.1
Children under 5 years who are severely wasted (weight-for-height) (%),5.2
Children under 5 years who are underweight (weight-for-age) (%),39.9
Children under 5 years who are overweight (weight-for-height) (%),6.4
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),20.9
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.6
Women who have high risk waist-to-hip ratio (≥0.85) (%),51.2
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),86.4
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),72.6
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(65.9)
All women age 15-49 years who are anaemic (%),72.3
All women age 15-19 years who are anaemic (%),74.3
Women - Blood sugar level - high (141-160 mg/dl)(%),7.8
Women - Blood sugar level - very high (>160 mg/dl)(%),7.4
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.6
Men - Blood sugar level - high (141-160 mg/dl)(%),6.5
Men - Blood sugar level - very high (>160 mg/dl) (%),7.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.1
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.8
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),4.9
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),24.3
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.0
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.5
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),23.8
  Ever undergone a screening test for cervical cancer (%),0.2
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.5
Women age 15 years and above who use any kind of tobacco (%),6.8
Men age 15 years and above who use any kind of tobacco (%),29.1
Women age 15 years and above who consume alcohol (%),0.4
Men age 15 years and above who consume alcohol (%),5.4
