Indicator,NFHS-5
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.7
Men - Blood sugar level - high (141-160 mg/dl)(%),8.7
Men - Blood sugar level - very high (>160 mg/dl) (%),7.4
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),16.8
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.2
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.0
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),6.7
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.5
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),12.0
  Ever undergone a screening test for cervical cancer (%),0.5
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.8
Women age 15 years and above who use any kind of tobacco (%),5.3
Men age 15 years and above who use any kind of tobacco (%),48.9
Women age 15 years and above who consume alcohol (%),0.4
Men age 15 years and above who consume alcohol (%),1.3
