Indicator,NFHS-5
Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*
Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*
Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.0
Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*
Children under age 3 years breastfed within one hour of birth (%),33.9
Children under age 6 months exclusively breastfed (%),*
Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*
Breastfeeding children age 6-23 months receiving an adequate diet  (%),3.6
Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*
Total children age 6-23 months receiving an adequate diet  (%),3.0
Children under 5 years who are stunted (height-for-age) (%),35.5
Children under 5 years who are wasted (weight-for-height) (%),17.5
Children under 5 years who are severely wasted (weight-for-height) (%),7.4
Children under 5 years who are underweight (weight-for-age) (%),34.0
Children under 5 years who are overweight (weight-for-height) (%),4.6
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),19.4
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),30.1
Women who have high risk waist-to-hip ratio (≥0.85) (%),38.0
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),72.0
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),63.5
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(70.1)
All women age 15-49 years who are anaemic (%),63.7
All women age 15-19 years who are anaemic (%),67.3
Women - Blood sugar level - high (141-160 mg/dl)(%),10.2
Women - Blood sugar level - very high (>160 mg/dl)(%),8.3
Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.3
Men - Blood sugar level - high (141-160 mg/dl)(%),12.0
Men - Blood sugar level - very high (>160 mg/dl) (%),7.2
Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),20.1
Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.4
Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.3
Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),18.5
Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),8.1
Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),3.5
Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),16.2
  Ever undergone a screening test for cervical cancer (%),0.0
  Ever undergone a breast examination for breast cancer (%),0.0
Ever undergone an oral cavity examination for oral cancer (%),0.0
Women age 15 years and above who use any kind of tobacco (%),6.2
Men age 15 years and above who use any kind of tobacco (%),33.4
Women age 15 years and above who consume alcohol (%),0.3
Men age 15 years and above who consume alcohol (%),3.6
