,Indicator,NFHS-5,NFHS-4
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(64.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(11.7)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(43.6)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),4.0,3.4
65,health provider (%),(55.2),63.5
66,Children under age 3 years breastfed within one hour of birth (%),30.2,29.2
67,Children under age 6 months exclusively breastfed (%),(63.0),(44.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(48.9)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(20.1),11.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),18.1,10.6
72,Children under 5 years who are stunted (height-for-age) (%),26.0,32.9
73,Children under 5 years who are wasted (weight-for-height) (%),17.0,14.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.1,7.7
75,Children under 5 years who are underweight (weight-for-age) (%),22.9,22.5
76,Children under 5 years who are overweight (weight-for-height) (%),4.4,4.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.6,24.8
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),19.5,9.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),58.1,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.7,48.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),34.0,32.7
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(14.5),(40.4)
83,All women age 15-49 years who are anaemic (%),33.4,32.9
84,All women age 15-19 years who are anaemic (%),31.8,34.0
85,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.7,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),9.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.9,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.9,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.2,na
93,blood pressure (%),24.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.6,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),12.2,na
96,blood pressure (%),33.2,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.7,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.4,na
100,Women age 15 years and above who use any kind of tobacco (%),5.5,na
101,Men age 15 years and above who use any kind of tobacco (%),44.3,na
102,Women age 15 years and above who consume alcohol (%),0.1,na
103,Men age 15 years and above who consume alcohol (%),31.8,na
