,Indicator,NFHS-5,NFHS-4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.4,95.7
37,days of delivery (%),78.1,42.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,542","2,413"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(0.0),2.8
40,days of delivery (%),79.8,na
41,Institutional births (%),82.0,55.9
42,Institutional births in public facility (%),75.1,49.6
43,Home births that were conducted by skilled health personnel (%),3.7,6.9
44,Births attended by skilled health personnel (%),85.0,62.3
45,Births delivered by caesarean section (%),12.4,8.7
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),9.9,10.8
48,mother's recall (%),(86.9),60.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(91.0),(63.0)
50,Children age 12-23 months who have received BCG (%),(95.3),89.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(88.8),70.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(93.8),89.6
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(93.2),80.5
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(16.7),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(41.9),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(82.6),60.0
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),37.0,35.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(95.5),94.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(0.0),0.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.0,21.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,46.5
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,9.5
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,57.9
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,6.5
65,health provider (%),*,60.0
66,Children under age 3 years breastfed within one hour of birth (%),37.0,33.2
67,Children under age 6 months exclusively breastfed (%),*,(21.5)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),6.4,11.5
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),7.2,11.1
72,Children under 5 years who are stunted (height-for-age) (%),23.6,25.1
73,Children under 5 years who are wasted (weight-for-height) (%),7.7,26.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.7,13.5
75,Children under 5 years who are underweight (weight-for-age) (%),11.9,27.2
76,Children under 5 years who are overweight (weight-for-height) (%),3.5,3.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.2,24.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),17.6,10.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.5,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),43.7,49.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),27.8,41.1
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(27.6),(47.1)
83,All women age 15-49 years who are anaemic (%),27.8,41.3
84,All women age 15-19 years who are anaemic (%),27.3,37.5
85,Blood sugar level - high (141-160 mg/dl)(%),3.8,na
86,Blood sugar level - very high (>160 mg/dl)(%),3.8,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),7.9,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.6,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.1,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.7,na
93,blood pressure (%),20.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),20.8,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.9,na
96,blood pressure (%),34.9,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),7.7,na
101,Men age 15 years and above who use any kind of tobacco (%),43.7,na
102,Women age 15 years and above who consume alcohol (%),0.5,na
103,Men age 15 years and above who consume alcohol (%),39.5,na
