,Indicator,NFHS-5,NFHS-4
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,16.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,65.6
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.4,5.2
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(62.0),79.6
66,Children under age 3 years breastfed within one hour of birth (%),24.0,29.3
67,Children under age 6 months exclusively breastfed (%),(41.2),48.5
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(39.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),19.0,13.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(3.1)
71,Total children age 6-23 months receiving an adequate diet (%),19.2,12.0
72,Children under 5 years who are stunted (height-for-age) (%),23.2,32.1
73,Children under 5 years who are wasted (weight-for-height) (%),14.0,9.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.9,3.7
75,Children under 5 years who are underweight (weight-for-age) (%),14.8,17.0
76,Children under 5 years who are overweight (weight-for-height) (%),7.5,4.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),12.7,17.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),33.3,27.2
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),72.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),59.8,58.0
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),34.6,38.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(31.2),41.5
83,All women age 15-49 years who are anaemic (%),34.5,38.4
84,All women age 15-19 years who are anaemic (%),38.0,39.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),6.0,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),11.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.3,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),6.7,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.3,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),5.9,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),24.0,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.8,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),30.4,na
97,Ever undergone a screening test for cervical cancer (%),0.0,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),5.2,na
101,Men age 15 years and above who use any kind of tobacco (%),34.8,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),29.5,na
