,Indicator,NFHS-5,NFHS-4
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),52.1,41.4
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.6,93.6
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,4.0
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.4,15.1
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,47.9
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,17.1
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,79.5
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.9,5.7
65,health provider (%),(74.6),76.5
66,Children under age 3 years breastfed within one hour of birth (%),42.4,23.9
67,Children under age 6 months exclusively breastfed (%),(52.2),42.0
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(45.5)
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),11.9,9.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(2.9),(18.8)
71,Total children age 6-23 months receiving an adequate diet (%),9.7,11.2
72,Children under 5 years who are stunted (height-for-age) (%),26.8,37.9
73,Children under 5 years who are wasted (weight-for-height) (%),12.4,12.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),3.1,3.5
75,Children under 5 years who are underweight (weight-for-age) (%),22.0,27.0
76,Children under 5 years who are overweight (weight-for-height) (%),2.4,2.9
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),14.1,19.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),35.4,24.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),53.0,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),60.8,64.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.1,52.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(48.8),53.0
83,All women age 15-49 years who are anaemic (%),51.0,52.3
84,All women age 15-19 years who are anaemic (%),51.6,56.0
85,Blood sugar level - high (141-160 mg/dl)(%),5.3,na
86,Blood sugar level - very high (>160 mg/dl)(%),8.1,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.2,na
88,Blood sugar level - high (141-160 mg/dl)(%),7.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),9.8,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.0,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.2,na
93,blood pressure (%),22.2,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.2,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),8.7,na
96,blood pressure (%),30.2,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.6,na
100,Women age 15 years and above who use any kind of tobacco (%),5.3,na
101,Men age 15 years and above who use any kind of tobacco (%),31.7,na
102,Women age 15 years and above who consume alcohol (%),0.4,na
103,Men age 15 years and above who consume alcohol (%),21.6,na
