,Indicator,NFHS-5,NFHS-4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),16.9,13.7
72,Children under 5 years who are stunted (height-for-age) (%),25.6,30.6
73,Children under 5 years who are wasted (weight-for-height) (%),12.4,20.6
74,Children under 5 years who are severely wasted (weight-for-height) (%),6.9,9.2
75,Children under 5 years who are underweight (weight-for-age) (%),20.6,16.6
76,Children under 5 years who are overweight (weight-for-height) (%),4.4,7.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.5,13.5
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),21.8,19.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),65.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),36.2,42.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),25.2,34.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(34.5),(42.0)
83,All women age 15-49 years who are anaemic (%),25.5,34.5
84,All women age 15-19 years who are anaemic (%),30.2,36.3
85,Blood sugar level - high (141-160 mg/dl)(%),3.5,na
86,Blood sugar level - very high (>160 mg/dl)(%),2.4,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),4.5,na
89,Blood sugar level - very high (>160 mg/dl) (%),5.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),10.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),14.8,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.7,na
93,blood pressure (%),23.3,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),21.6,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),10.3,na
96,blood pressure (%),32.9,na
97,Ever undergone a screening test for cervical cancer (%),0.5,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),4.3,na
101,Men age 15 years and above who use any kind of tobacco (%),38.5,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),33.2,na
