,Indicator,NFHS-5,NFHS-4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(25.2),26.0
72,Children under 5 years who are stunted (height-for-age) (%),17.8,24.0
73,Children under 5 years who are wasted (weight-for-height) (%),14.3,11.9
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.6,5.2
75,Children under 5 years who are underweight (weight-for-age) (%),13.0,11.2
76,Children under 5 years who are overweight (weight-for-height) (%),6.5,6.2
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),7.7,7.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),38.2,30.8
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),68.3,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),49.8,49.7
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.3,34.6
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,28.6
83,All women age 15-49 years who are anaemic (%),43.3,34.4
84,All women age 15-19 years who are anaemic (%),44.6,46.0
85,Blood sugar level - high (141-160 mg/dl)(%),7.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),5.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.6,na
88,Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Blood sugar level - very high (>160 mg/dl) (%),8.1,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.8,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),11.0,na
93,blood pressure (%),31.6,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.1,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),12.0,na
96,blood pressure (%),34.2,na
97,Ever undergone a screening test for cervical cancer (%),0.1,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),1.2,na
100,Women age 15 years and above who use any kind of tobacco (%),11.2,na
101,Men age 15 years and above who use any kind of tobacco (%),37.9,na
102,Women age 15 years and above who consume alcohol (%),14.5,na
103,Men age 15 years and above who consume alcohol (%),35.9,na
