,Indicator,NFHS-5,NFHS-4
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),81.1,na
41,Institutional births (%),97.4,98.5
42,Institutional births in public facility (%),86.4,95.6
43,Home births that were conducted by skilled health personnel (%),2.0,1.5
44,Births attended by skilled health personnel (%),99.4,100.0
45,Births delivered by caesarean section (%),27.8,15.9
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),23.0,14.3
48,mother's recall (%),(86.4),(92.3)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),*,(96.9)
50,Children age 12-23 months who have received BCG (%),(89.5),(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(89.5),(92.3)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(89.5),(97.4)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(86.4),(100.0)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(33.1),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(0.0),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(83.8),(90.0)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),88.4,83.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),*,(100.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),*,(0.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.5,0.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.0,0.0
65,provider (%),*,*
66,Children under age 3 years breastfed within one hour of birth (%),28.2,75.4
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),(19.4),21.3
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),(20.7),22.2
72,Children under 5 years who are stunted (height-for-age) (%),24.8,32.8
73,Children under 5 years who are wasted (weight-for-height) (%),8.0,18.5
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.0,7.9
75,Children under 5 years who are underweight (weight-for-age) (%),7.2,20.5
76,Children under 5 years who are overweight (weight-for-height) (%),16.6,12.1
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),4.6,4.4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),34.8,22.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),84.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),56.5,61.6
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),39.9,32.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,(16.2)
83,All women age 15-49 years who are anaemic (%),39.8,31.9
84,All women age 15-19 years who are anaemic (%),54.6,45.5
85,Blood sugar level - high (141-160 mg/dl)(%),6.6,na
86,Blood sugar level - very high (>160 mg/dl)(%),4.0,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.5,na
88,Blood sugar level - high (141-160 mg/dl)(%),9.1,na
89,Blood sugar level - very high (>160 mg/dl) (%),6.0,na
90,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),17.6,na
91,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),19.6,na
92,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),15.8,na
93,blood pressure (%),41.0,na
94,Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),29.7,na
95,Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),16.1,na
96,blood pressure (%),49.6,na
97,Ever undergone a screening test for cervical cancer (%),1.6,na
98,Ever undergone a breast examination for breast cancer (%),0.0,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.0,na
100,Women age 15 years and above who use any kind of tobacco (%),15.8,na
101,Men age 15 years and above who use any kind of tobacco (%),47.4,na
102,Women age 15 years and above who consume alcohol (%),15.0,na
103,Men age 15 years and above who consume alcohol (%),38.1,na
