,Indicator,NFHS-5,NFHS-4
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),16.5,9.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),75.8,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),66.4,58.2
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),74.9,69.3
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(72.0),(65.3)
83,All women age 15-49 years who are anaemic (%),74.8,69.1
84,All women age 15-19 years who are anaemic (%),71.2,63.0
85,Women - Blood sugar level - high (141-160 mg/dl)(%),8.3,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),4.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),13.6,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),9.6,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.5,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),18.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),12.8,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.1,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),21.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),11.3,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),6.4,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),20.8,na
97,Ever undergone a screening test for cervical cancer (%),0.4,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.2,na
100,Women age 15 years and above who use any kind of tobacco (%),22.3,na
101,Men age 15 years and above who use any kind of tobacco (%),56.1,na
102,Women age 15 years and above who consume alcohol (%),0.3,na
103,Men age 15 years and above who consume alcohol (%),14.4,na
