Indicator,NFHS-5,NFHS-4
Men - vaccine.,,
Men - doses each of polio (excluding polio vaccine given at birth) and DPT or penta vaccine.,,
Men - Indicators,,(2019-20)
Women - Children under age 3 years breastfed within one hour of birth (%),,54.5
Women - Children under age 6 months exclusively breastfed (%),,*
Women - Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),,*
Men - Breastfeeding children age 6-23 months receiving an adequate diet  (%),,36.5
Men - Non-breastfeeding children age 6-23 months receiving an adequate diet (%),,*
Men - Total children age 6-23 months receiving an adequate diet  (%),,34.1
Children under 5 years who are stunted (height-for-age) (%),,32.7
Children under 5 years who are wasted (weight-for-height) (%),,21.1
Children under 5 years who are severely wasted (weight-for-height) (%),,5.4
Children under 5 years who are underweight (weight-for-age) (%),,31.6
Children under 5 years who are overweight (weight-for-height) (%),,3.0
Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),,16.3
Women who are overweight or obese (BMI ≥25.0 kg/m) (%),,23.9
Women who have high risk waist-to-hip ratio (≥0.85) (%),,73.0
Children age 6-59 months who are anaemic (<11.0 g/dl) (%),,71.5
Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),,78.4
Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),,(63.7)
All women age 15-49 years who are anaemic (%),,77.9
All women age 15-19 years who are anaemic (%),,78.2
Blood sugar level - high (141-160 mg/dl)(%),,8.1
Blood sugar level - very high (>160 mg/dl)(%),,8.1
Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),,16.6
Blood sugar level - high (141-160 mg/dl)(%),,10.0
Blood sugar level - very high (>160 mg/dl) (%),,11.2
Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),,21.8
Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),,11.5
Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),,5.7
Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,21.2
Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),,11.5
Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),,3.8
Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to control blood pressure (%),,18.4
Ever undergone a screening test for cervical cancer (%),,0.2
Ever undergone a breast examination for breast cancer (%),,0.1
Ever undergone an oral cavity examination for oral cancer (%),,0.0
Women age 15 years and above who use any kind of tobacco (%),,9.9
Men age 15 years and above who use any kind of tobacco (%),,50.1
Women age 15 years and above who consume alcohol (%),,1.2
Men age 15 years and above who consume alcohol (%),,22.9
